XCoord,YCoord,FID,LEFT_FID,RIGHT_FID,LENGTH,ELEVATION
737481.18029452,3281870.60581925,260,-1,1,0.999668,2.600000
737480.93361462,3281870.42677756,261,-1,1,0.999668,2.600000
737480.68693472,3281870.24773587,262,-1,1,0.999668,2.600000
737480.44025481,3281870.06869419,263,-1,1,0.999668,2.600000
737480.19357491,3281869.88965250,264,-1,1,0.999668,2.600000
737479.94689501,3281869.71061081,265,-1,1,0.999668,2.600000
737479.70021510,3281869.53156912,266,-1,1,0.999668,2.600000
737479.45353520,3281869.35252743,267,-1,1,0.999668,2.600000
737479.20685530,3281869.17348575,268,-1,1,0.999668,2.600000
737478.96017540,3281868.99444406,269,-1,1,0.999668,2.600000
737478.71349550,3281868.81540238,270,-1,1,0.999668,2.600000
737478.46681560,3281868.63636069,271,-1,1,0.999668,2.600000
737478.22013570,3281868.45731901,272,-1,1,0.999668,2.600000
737477.97345579,3281868.27827732,273,-1,1,0.999668,2.600000
737477.72677589,3281868.09923564,274,-1,1,0.999668,2.600000
737477.48009599,3281867.92019396,275,-1,1,0.999668,2.500000
737477.23341609,3281867.74115228,276,-1,1,0.999668,2.500000
737476.98673619,3281867.56211059,277,-1,1,0.999668,2.500000
737476.74005629,3281867.38306891,278,-1,1,0.999668,2.500000
737476.49337640,3281867.20402723,279,-1,1,0.999668,2.400000
737476.24669650,3281867.02498555,280,-1,1,0.999668,2.400000
737476.00001660,3281866.84594387,281,-1,1,0.999668,2.400000
737475.75333670,3281866.66690219,282,-1,1,0.999668,2.400000
737475.50665680,3281866.48786051,283,-1,1,0.999668,2.400000
737475.25997690,3281866.30881884,284,-1,1,0.999668,2.400000
737475.01329701,3281866.12977716,285,-1,1,0.999668,2.400000
737474.76661711,3281865.95073548,286,-1,1,0.999668,2.400000
737474.51993721,3281865.77169380,287,-1,1,0.999668,2.400000
737474.27325732,3281865.59265213,288,-1,1,0.999668,2.400000
737474.02657742,3281865.41361045,289,-1,1,0.999668,2.400000
737473.77989752,3281865.23456877,290,-1,1,0.999668,2.400000
737473.53321763,3281865.05552710,291,-1,1,0.999668,2.400000
737473.28653773,3281864.87648543,292,-1,1,0.999668,2.400000
737473.03985784,3281864.69744375,293,-1,1,0.999668,2.400000
737472.79317794,3281864.51840208,294,-1,1,0.999668,2.400000
737472.54649805,3281864.33936040,295,-1,1,0.999668,2.400000
737472.29981815,3281864.16031873,296,-1,1,0.999668,2.500000
737472.05313826,3281863.98127706,297,-1,1,0.999668,2.500000
737471.80645836,3281863.80223539,298,-1,1,0.999668,2.500000
737471.55977847,3281863.62319372,299,-1,1,0.999668,2.500000
737471.31309857,3281863.44415205,300,-1,1,0.999668,2.500000
737471.06641868,3281863.26511038,301,-1,1,0.999668,2.600000
737470.81973879,3281863.08606871,302,-1,1,0.999668,2.600000
737470.57305889,3281862.90702704,303,-1,1,0.999668,2.600000
737470.32637900,3281862.72798537,304,-1,1,0.999668,2.700000
737470.07969911,3281862.54894370,305,-1,1,0.999668,2.700000
737469.83301922,3281862.36990203,306,-1,1,0.999668,2.700000
737469.58633932,3281862.19086037,307,-1,1,0.999668,2.700000
737469.33965943,3281862.01181870,308,-1,1,0.999668,2.700000
737469.09297954,3281861.83277703,309,-1,1,0.999668,2.700000
737468.84629965,3281861.65373536,310,-1,1,0.999668,2.800000
737468.59961976,3281861.47469370,311,-1,1,0.999668,2.800000
737468.35293987,3281861.29565204,312,-1,1,0.999668,2.800000
737468.10625998,3281861.11661037,313,-1,1,0.999668,2.800000
737467.85958009,3281860.93756871,314,-1,1,0.999668,2.800000
737467.61290020,3281860.75852704,315,-1,1,0.999668,2.800000
737467.36622031,3281860.57948538,316,-1,1,0.999668,2.900000
737467.11954042,3281860.40044372,317,-1,1,0.999668,2.800000
737466.87286053,3281860.22140206,318,-1,1,0.999668,2.800000
737466.62618064,3281860.04236040,319,-1,1,0.999668,2.800000
737466.37950075,3281859.86331874,320,-1,1,0.999668,2.800000
737466.13282086,3281859.68427708,321,-1,1,0.999668,2.700000
737465.88614098,3281859.50523542,322,-1,1,0.999668,2.700000
737465.63946109,3281859.32619376,323,-1,1,0.999668,2.700000
737465.39278120,3281859.14715210,324,-1,1,0.999668,2.700000
737465.14610131,3281858.96811044,325,-1,1,0.999668,2.700000
737464.89942142,3281858.78906878,326,-1,1,0.999668,2.700000
737464.65274154,3281858.61002712,327,-1,1,0.999668,2.700000
737464.40606165,3281858.43098547,328,-1,1,0.999668,2.700000
737464.15938176,3281858.25194381,329,-1,1,0.999668,2.600000
737463.91270188,3281858.07290215,330,-1,1,0.999668,2.600000
737463.66602199,3281857.89386050,331,-1,1,0.999668,2.600000
737463.41934211,3281857.71481884,332,-1,1,0.999668,2.600000
737463.17266222,3281857.53577719,333,-1,1,0.999668,2.600000
737462.92598234,3281857.35673553,334,-1,1,0.999668,2.600000
737462.67930245,3281857.17769388,335,-1,1,0.999668,2.600000
737462.43262257,3281856.99865223,336,-1,1,0.999668,2.600000
737462.18594268,3281856.81961058,337,-1,1,0.999668,2.600000
737461.93926280,3281856.64056892,338,-1,1,0.999668,2.600000
737461.69258291,3281856.46152727,339,-1,1,0.999668,2.600000
737461.44590303,3281856.28248562,340,-1,1,0.999668,2.600000
737461.19922315,3281856.10344397,341,-1,1,0.999668,2.600000
737460.95254326,3281855.92440232,342,-1,1,0.999668,2.600000
737460.70586338,3281855.74536067,343,-1,1,0.999668,2.600000
737460.45918350,3281855.56631902,344,-1,1,0.999668,2.600000
737460.21250362,3281855.38727737,345,-1,1,0.999668,2.600000
737459.96582373,3281855.20823572,346,-1,1,0.999668,2.600000
737459.71914385,3281855.02919408,347,-1,1,0.999668,2.600000
737459.47246397,3281854.85015243,348,-1,1,0.999668,2.600000
737459.22578409,3281854.67111078,349,-1,1,0.999668,2.600000
737458.97910421,3281854.49206914,350,-1,1,0.999668,2.600000
737458.73242433,3281854.31302749,351,-1,1,0.999668,2.600000
737458.48574445,3281854.13398584,352,-1,1,0.999668,2.600000
737458.23906457,3281853.95494420,353,-1,1,0.999668,2.600000
737457.99238469,3281853.77590256,354,-1,1,0.999668,2.600000
737457.74570481,3281853.59686091,355,-1,1,0.999668,2.600000
737457.49902493,3281853.41781927,356,-1,1,0.999668,2.600000
737457.25234505,3281853.23877762,357,-1,1,0.999668,2.600000
737457.00566517,3281853.05973598,358,-1,1,0.999668,2.600000
737456.75898529,3281852.88069434,359,-1,1,0.999668,2.600000
737456.51230541,3281852.70165270,360,-1,1,0.999668,2.600000
737456.26562553,3281852.52261106,361,-1,1,0.999668,2.600000
737456.01894566,3281852.34356942,362,-1,1,0.999668,2.600000
737455.77226578,3281852.16452778,363,-1,1,0.999668,2.700000
737455.52162582,3281851.99263659,364,-1,1,0.994565,2.700000
737455.26702578,3281851.82789585,365,-1,1,0.994565,2.600000
737455.01242573,3281851.66315511,366,-1,1,0.994565,2.600000
737454.75782569,3281851.49841437,367,-1,1,0.994565,2.600000
737454.50322565,3281851.33367363,368,-1,1,0.994565,2.600000
737454.24862561,3281851.16893289,369,-1,1,0.994565,2.600000
737453.99402557,3281851.00419215,370,-1,1,0.994565,2.600000
737453.73942553,3281850.83945141,371,-1,1,0.994565,2.500000
737453.48482549,3281850.67471067,372,-1,1,0.994565,2.500000
737453.23022545,3281850.50996993,373,-1,1,0.994565,2.500000
737452.97562541,3281850.34522920,374,-1,1,0.994565,2.500000
737452.72102537,3281850.18048846,375,-1,1,0.994565,2.500000
737452.46642533,3281850.01574772,376,-1,1,0.994565,2.400000
737452.21182530,3281849.85100699,377,-1,1,0.994565,2.400000
737451.95722526,3281849.68626625,378,-1,1,0.994565,2.400000
737451.70262522,3281849.52152552,379,-1,1,0.994565,2.400000
737451.44802518,3281849.35678479,380,-1,1,0.994565,2.400000
737451.19342514,3281849.19204405,381,-1,1,0.994565,2.300000
737450.93882511,3281849.02730332,382,-1,1,0.994565,2.300000
737450.68422507,3281848.86256258,383,-1,1,0.994565,2.300000
737450.42962503,3281848.69782185,384,-1,1,0.994565,2.300000
737450.17502500,3281848.53308112,385,-1,1,0.994565,2.300000
737449.92042496,3281848.36834039,386,-1,1,0.994565,2.200000
737449.66582493,3281848.20359966,387,-1,1,0.994565,2.200000
737449.41122489,3281848.03885893,388,-1,1,0.994565,2.200000
737449.15662486,3281847.87411820,389,-1,1,0.994565,2.200000
737448.90202482,3281847.70937747,390,-1,1,0.994565,2.200000
737448.64742479,3281847.54463674,391,-1,1,0.994565,2.200000
737448.39282476,3281847.37989601,392,-1,1,0.994565,2.200000
737448.13822472,3281847.21515528,393,-1,1,0.994565,2.200000
737447.88362469,3281847.05041455,394,-1,1,0.994565,2.200000
737447.62902466,3281846.88567382,395,-1,1,0.994565,2.200000
737447.37442462,3281846.72093310,396,-1,1,0.994565,2.200000
737447.11982459,3281846.55619237,397,-1,1,0.994565,2.200000
737446.86522456,3281846.39145165,398,-1,1,0.994565,2.200000
737446.61062453,3281846.22671092,399,-1,1,0.994565,2.200000
737446.35602449,3281846.06197019,400,-1,1,0.994565,2.200000
737446.10142446,3281845.89722947,401,-1,1,0.994565,2.200000
737445.84682443,3281845.73248875,402,-1,1,0.994565,2.200000
737445.59222440,3281845.56774802,403,-1,1,0.994565,2.200000
737445.33762437,3281845.40300730,404,-1,1,0.994565,2.200000
737445.08302434,3281845.23826657,405,-1,1,0.994565,2.300000
737444.82842431,3281845.07352585,406,-1,1,0.994565,2.300000
737444.57382428,3281844.90878513,407,-1,1,0.994565,2.300000
737444.31922425,3281844.74404441,408,-1,1,0.994565,2.300000
737444.06462423,3281844.57930369,409,-1,1,0.994565,2.300000
737443.81002420,3281844.41456297,410,-1,1,0.994565,2.400000
737443.55542417,3281844.24982225,411,-1,1,0.994565,2.400000
737443.30082414,3281844.08508153,412,-1,1,0.994565,2.400000
